Timestamp,Reference Element,Element,Ratio,Ratio Sigma,Ratio SNR,Error Percentage,v0_lat,v1_lat,v2_lat,v3_lat,v0_lon,v1_lon,v2_lon,v3_lon
20230207T135731748,Mg,Ca,0.25407512402551385,0.002552804859336757,99.52782841831672,1.0047441161852617,-21.5541,-23.9847,-23.7331,-21.3204,-72.6126,-72.3601,-71.4969,-71.758
20230207T135803748,Mg,Ca,0.18458163585083046,0.002053255731311925,89.89705131999912,1.112383537965425,-19.9137,-22.3496,-22.1149,-19.6974,-72.5943,-72.3623,-71.5039,-71.7436
20230207T135835748,Mg,Ca,0.16883500887049083,0.00199925381514888,84.44901172186486,1.184146480356132,-18.2733,-20.714,-20.4968,-18.0747,-72.5763,-72.365,-71.5109,-71.7291
20230207T135907748,Mg,Ca,0.1724921852799091,0.0019084495155891718,90.38341536986255,1.1063976680985659,-16.6327,-19.0781,-18.8789,-16.4524,-72.5584,-72.368,-71.5177,-71.7144
20230207T135939748,Mg,Ca,0.17997179125528912,0.002340256734813687,76.9025844805942,1.3003464145634047,-14.9922,-17.4417,-17.2609,-14.8305,-72.5417,-72.3711,-71.5241,-71.7003
20230207T140011748,Mg,Ca,0.1519306099608282,0.0018762023713329021,80.97773048484785,1.234907417153553,-13.3515,-15.8051,-15.643,-13.2089,-72.5249,-72.3751,-71.5311,-71.6859
20230207T140043748,Mg,Ca,0.1628787878787879,0.0022046622117738095,73.87924871617416,1.3535600556006642,-11.7109,-14.1679,-14.025,-11.5878,-72.5086,-72.3791,-71.5378,-71.6715
20230207T140115748,Mg,Ca,0.15568068896985757,0.002475372740258746,62.89181683142579,1.590031979327905,-10.0705,-12.5305,-12.4072,-9.9672,-72.4922,-72.3835,-71.5446,-71.6569
20230207T140147748,Mg,Ca,0.1497730711043873,0.0018665126403714406,80.24219491735245,1.2462271265510325,-8.4299,-10.8927,-10.7893,-8.3466,-72.4763,-72.3879,-71.5511,-71.6426
20230207T140219748,Mg,Ca,0.1607591403851521,0.002093268594239822,76.7981427837417,1.3021148217293892,-6.7895,-9.2544,-9.1711,-6.7266,-72.4605,-72.3926,-71.5577,-71.6281
20230207T140251748,Mg,Ca,0.15724177726485863,0.002333746311827363,67.37740793331373,1.4841770122557136,-5.1494,-7.6158,-7.5529,-5.107,-72.445,-72.3976,-71.5643,-71.6137
20230207T140323748,Mg,Ca,0.14716360646752535,0.0019993474838095656,73.6058177276514,1.358588262275811,-3.5094,-5.977,-5.9346,-3.4876,-72.4296,-72.4027,-71.5709,-71.5993
20230207T140355748,Mg,Ca,0.1890179514255544,0.0034450150185371493,54.867090682761884,1.8225861578517768,-1.8696,-4.3378,-4.3161,-1.8686,-72.4143,-72.4079,-71.5774,-71.5848
20230207T140427748,Mg,Ca,0.16372721928277484,0.00261046302926602,62.71960853198131,1.594397706564273,-0.2301,-2.6983,-2.6973,-0.2498,-72.3991,-72.4132,-71.5838,-71.5702
20230207T140459748,Mg,Ca,0.1587664191890348,0.0024804270513450444,64.00769540992613,1.5623121463687675,1.4091,-1.0587,-1.0784,1.3686,-72.3839,-72.4185,-71.5902,-71.5555
20230207T142619748,Mg,Ca,0.11244019138755981,0.006827243853769235,16.469338695948732,6.071889214628809,66.709,64.432,63.9067,66.1656,-71.5782,-72.8577,-71.372,-69.9943
20230208T040830917,Mg,Ca,0.15214180206794684,0.008138827365316018,18.69333200459639,5.349501093513538,56.0048,53.7125,53.2378,55.5164,-79.3092,-80.147,-79.0416,-78.158
20230208T052136858,Mg,Ca,0.28793103448275864,0.011841616096247532,24.315180642784103,4.112657087319501,-81.5841,-83.9008,-83.3647,-81.0889,-87.2329,-84.6342,-78.6828,-82.6532
20230208T052416858,Mg,Ca,0.14694408322496746,0.009074681019239908,16.192754644865243,6.175601507783619,-73.4782,-75.7824,-75.2512,-72.9706,-83.883,-82.2524,-79.6164,-81.5393
20230208T052448858,Mg,Ca,0.2631578947368421,0.01469562953657216,17.907221605031367,5.584339223897421,-71.8526,-74.1571,-73.6288,-71.3462,-83.5739,-82.0724,-79.6912,-81.4307
20230208T052552858,Mg,Ca,0.13239875389408098,0.009322725927301618,14.201721141061437,7.041400053326634,-68.5989,-70.9054,-70.3838,-68.0969,-83.0975,-81.8076,-79.8033,-81.2597
20230208T111836694,Mg,Ca,0.17356687898089174,0.010495754253625582,16.536865744635357,6.047095111263179,-72.1491,-74.4596,-73.9329,-71.6448,-87.0132,-85.515,-83.0642,-84.8151
20230208T111908694,Mg,Ca,0.18167202572347266,0.012571742382441737,14.450823139456311,6.920021028211293,-70.5239,-72.8346,-72.311,-70.0214,-86.7333,-85.3467,-83.114,-84.7093
20230208T112116694,Mg,Ca,0.15135135135135136,0.008483196828971506,17.8413108174576,5.6049693334276025,-64.015,-66.3315,-65.8244,-63.5256,-85.9658,-84.912,-83.2436,-84.4092
